0,1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02923949 0.         0.18837625
 0.22602161 0.00649766 0.         0.         0.         0.02599066
 0.12881331 0.         0.1768899  0.07404372 0.01949299 0.
 0.01837817 0.         0.09610416 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0097465  0.         0.0964854  0.18705453 0.0909673  0.
 0.         0.         0.0097465  0.03165473 0.         0.04594543
 0.02054742 0.00324883 0.00513685 0.02526999 0.         0.03112751
 0.01163452 0.         0.09418812 0.16951621 0.36386922 0.10787395
 0.05283724 0.         0.00649766 0.0701135  0.         0.02526999
 0.00513685 0.0097465  0.02568427 0.02067544 0.         0.07388955
 0.00649766 0.         0.08040449 0.17978992 0.05847898 0.00513685
 0.01378363 0.         0.01163452 0.00649766 0.         0.
 0.         0.03248832 0.13869508 0.09878267 0.         0.00649766
 0.04276203 0.         0.04135088 0.01027371 0.18843227 0.20033734
 0.3285098  0.         0.05303574 0.07064071 0.         0.00689181
 0.00513685 0.05198132 0.06164226 0.05743178 0.         0.08930011
 0.01488335 0.         0.01378363 0.02781203 0.01299533 0.
 0.00459454 0.         0.01949299 0.00324883 0.         0.
 0.         0.00324883 0.00513685 0.19756533 0.         0.02054742
 0.15374955 0.         0.01837817 0.01240146 0.05198132 0.1562334
 0.36296887 0.         0.27936374 0.         0.         0.
 0.         0.         0.         0.00229727 0.         0.07661117]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00568917 0.         0.01017709
 0.00568917 0.         0.         0.         0.         0.
 0.02995295 0.         0.04070835 0.02275666 0.14392576 0.02275666
 0.01017709 0.         0.01799072 0.21277964 0.00804569 0.2646043
 0.18205328 0.08635545 0.02275666 0.05088544 0.         0.18107499
 0.1180601  0.         0.06869534 0.03982415 0.21229051 0.03413499
 0.04070835 0.         0.10609787 0.01857462 0.         0.15774487
 0.06729388 0.20149607 0.         0.00254427 0.         0.00719629
 0.01079443 0.         0.01526563 0.01706749 0.0899536  0.01706749
 0.01526563 0.         0.00568917 0.         0.         0.
 0.         0.         0.         0.         0.         0.01439258
 0.14349167 0.         0.0814167  0.03413499 0.14392576 0.087694
 0.07378389 0.         0.09019817 0.02158886 0.         0.01017709
 0.00568917 0.01439258 0.01137833 0.02035418 0.         0.03447432
 0.22089915 0.00804569 0.2722371  0.22894702 0.25187008 0.06258081
 0.11958078 0.         0.19872639 0.02158886 0.         0.1450235
 0.22187744 0.02158886 0.         0.01017709 0.         0.09622666
 0.02878515 0.         0.         0.         0.04317773 0.01706749
 0.07632816 0.         0.05513996 0.         0.         0.00508854
 0.01137833 0.31663667 0.02275666 0.01017709 0.         0.
 0.         0.         0.05597398 0.12516163 0.20149606 0.
 0.         0.         0.         0.00359814 0.         0.02035418
 0.03413499 0.00719629 0.         0.         0.         0.00359814]",3
"[0.01462912 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01462912
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02800704 0.         0.11723597
 0.06168179 0.03413461 0.06168179 0.07241045 0.         0.05113771
 0.29528786 0.         0.09999539 0.08481246 0.05364011 0.
 0.04827363 0.         0.28395245 0.         0.         0.00689623
 0.01542045 0.31208793 0.12336358 0.05516987 0.         0.
 0.03084089 0.         0.0206887  0.02632435 0.36572802 0.06168179
 0.02758493 0.         0.         0.24652412 0.02180781 0.14826902
 0.09252268 0.11215659 0.00771022 0.05861799 0.         0.2092242
 0.10761168 0.         0.05172175 0.05397156 0.10240384 0.06939201
 0.08275481 0.         0.10682035 0.03413461 0.0109039  0.05172175
 0.11565335 0.32184065 0.11565335 0.0827548  0.         0.09298256
 0.00487637 0.         0.00689623 0.01542045 0.03901099 0.10794313
 0.05516987 0.         0.00487637 0.00487637 0.         0.206887
 0.05397156 0.25357144 0.         0.         0.         0.00975275
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01379247 0.03084089 0.1853022  0.05397156
 0.02413682 0.         0.         0.00487637 0.         0.00689623
 0.02313067 0.05851648 0.         0.         0.         0.        ]",5
"[0.         0.         0.03087261 0.03198921 0.04366047 0.02157289
 0.01157723 0.         0.         0.00272878 0.         0.01543631
 0.03451663 0.13371018 0.04061836 0.02701353 0.         0.00862916
 0.00977214 0.         0.01736584 0.01725831 0.02183023 0.
 0.         0.         0.         0.10616505 0.         0.025084
 0.00862916 0.         0.01725831 0.02122492 0.         0.08776375
 0.1547684  0.         0.12349045 0.08302388 0.19920088 0.13479883
 0.11384276 0.         0.14068168 0.13548146 0.         0.09261784
 0.04061836 0.20192966 0.16500088 0.25855812 0.         0.22475915
 0.13655257 0.00610174 0.21996736 0.22971957 0.25650524 0.06829299
 0.05788615 0.00610174 0.07614848 0.02183023 0.         0.03087261
 0.05177494 0.05457558 0.02157289 0.01929538 0.         0.03908855
 0.07843444 0.         0.05016799 0.06576557 0.13371018 0.09418047
 0.05595661 0.         0.08820657 0.11250825 0.01220347 0.1215609
 0.02767463 0.28652181 0.20993383 0.16208121 0.         0.14341046
 0.06250458 0.00610174 0.07332245 0.04493295 0.21830233 0.08123673
 0.10805414 0.         0.11066511 0.11549437 0.00610174 0.02315446
 0.03198921 0.09550727 0.04746036 0.06367476 0.00610174 0.14278216
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00545756 0.         0.00578861
 0.00431458 0.01091512 0.         0.00385908 0.         0.00545756
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.00754802 0.01687788 0.24551369 0.
 0.         0.         0.         0.         0.         0.00377401
 0.00843894 0.18146664 0.05907258 0.02641806 0.         0.
 0.0606937  0.         0.09057621 0.13502303 0.10941371 0.01265841
 0.00754802 0.         0.00533725 0.         0.         0.
 0.         0.         0.         0.00566101 0.         0.05001919
 0.00266863 0.         0.01509603 0.03375576 0.19214115 0.03128405
 0.00943502 0.         0.         0.08893081 0.         0.02075705
 0.01687788 0.11475096 0.07769822 0.12265528 0.         0.12690604
 0.11958488 0.         0.17171738 0.21024955 0.25618819 0.05660087
 0.05472312 0.         0.1076112  0.05647423 0.00596723 0.05472312
 0.06329205 0.0693843  0.02953629 0.01887004 0.         0.05759201
 0.01756261 0.         0.01509603 0.         0.17079214 0.04816193
 0.06227114 0.         0.04443027 0.10202228 0.         0.10944625
 0.06751152 0.17879801 0.19759113 0.14341232 0.         0.09048165
 0.20920041 0.00596723 0.08302818 0.07100704 0.40829993 0.15467249
 0.12642928 0.         0.21720629 0.05268782 0.         0.03585308
 0.02284511 0.10941371 0.05063364 0.04151409 0.         0.04424888
 0.0802402  0.         0.07736717 0.11145397 0.08539606 0.01687788
 0.02641806 0.         0.05113697 0.02134902 0.         0.01509603
 0.00421947 0.15478038 0.04641417 0.03396608 0.         0.03512521
 0.03934468 0.         0.03585308 0.02284511 0.04536666 0.
 0.         0.         0.02668627 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09827887 0.         0.0214605
 0.01199679 0.01896858 0.10797108 0.32727269 0.         0.11027566
 0.01138115 0.         0.         0.         0.05311204 0.16195661
 0.15827122 0.         0.01517487 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08310401 0.         0.01877794 0.00599839 0.         0.
 0.00804769 0.         0.07110722 0.03034974 0.         0.02682563
 0.04198875 0.26935391 0.3683866  0.28435167 0.         0.09351175
 0.01517487 0.         0.00804769 0.         0.04931832 0.05398554
 0.09120714 0.         0.05434331 0.00379372 0.         0.02950819
 0.08046372 0.14416125 0.11396947 0.05633382 0.         0.00758743
 0.13426924 0.         0.08852458 0.0839775  0.08346177 0.02999197
 0.03487332 0.         0.07269626 0.05531671 0.00848301 0.0938897
 0.14995983 0.37178427 0.02399357 0.05365126 0.         0.08628209
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06351978 0.         0.00804769 0.         0.05311204 0.01199679
 0.01609538 0.         0.05752139 0.         0.         0.04828613
 0.10797108 0.22762302 0.01199679 0.00536513 0.         0.
 0.01958422 0.         0.03219075 0.06246855 0.18209842 0.07797911
 0.07511176 0.         0.02937633 0.00379372 0.         0.03219075
 0.07198072 0.25038532 0.03847498 0.01073025 0.         0.        ]",4
"[0.05298239 0.         0.03771829 0.01204866 0.         0.
 0.00808249 0.         0.04093373 0.07805734 0.         0.09429571
 0.13855964 0.2209871  0.00602433 0.01616498 0.         0.07743904
 0.00762024 0.         0.0511891  0.09638932 0.16764538 0.
 0.00269416 0.         0.01524049 0.15380013 0.00851969 0.11315486
 0.00602433 0.01905061 0.         0.00269416 0.         0.02286073
 0.07362892 0.         0.05388327 0.07831632 0.09144294 0.01454402
 0.0511891  0.         0.07522483 0.05334171 0.         0.13470817
 0.23494896 0.25146807 0.018073   0.03502412 0.         0.0692005
 0.         0.         0.01347082 0.03012166 0.10668343 0.03012166
 0.01347082 0.         0.         0.31717573 0.         0.11854318
 0.         0.00762024 0.         0.         0.         0.07620245
 0.05900673 0.         0.07274241 0.         0.00381012 0.00602433
 0.03502413 0.         0.04474385 0.02188312 0.         0.09698988
 0.21937133 0.11811379 0.         0.         0.         0.00762024
 0.45254355 0.00851969 0.26672216 0.03614599 0.01905061 0.
 0.01616498 0.         0.07841666 0.12589268 0.         0.06465992
 0.         0.00762024 0.         0.         0.         0.00762024
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.28900931 0.         0.132014   0.00851969 0.02286073 0.00851969
 0.03502413 0.         0.156474   0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.04547143 0.         0.03737089 0.01671277 0.02114017 0.03342554
 0.00996557 0.         0.01409345 0.00704672 0.         0.
 0.         0.         0.06685109 0.04982786 0.         0.01057009
 0.19459615 0.         0.02989671 0.01114185 0.01057009 0.06128016
 0.23169954 0.         0.29487278 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02818689 0.         0.         0.         0.00352336 0.05570924
 0.069759   0.         0.04489967 0.08456068 0.         0.02740532
 0.05013832 0.08103732 0.30082989 0.34381223 0.         0.1584585
 0.20140338 0.         0.01245696 0.         0.02818689 0.
 0.17190612 0.         0.30110826 0.01761681 0.         0.
 0.         0.10922422 0.10815511 0.27156184 0.         0.07185025
 0.05661328 0.         0.10463851 0.06685109 0.1021775  0.00557092
 0.01743975 0.         0.03785294 0.01614101 0.         0.08969015
 0.1392731  0.29596238 0.12486787 0.05730204 0.         0.01261765
 0.01761681 0.         0.00498279 0.01114185 0.11274758 0.17500619
 0.12207825 0.         0.01409345 0.00352336 0.         0.00249139
 0.00557092 0.02114017 0.03342554 0.01993114 0.         0.00352336
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05899311 0.         0.08719875
 0.0222837  0.13036438 0.10815511 0.07723318 0.00787848 0.07308656]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.22973958 0.00800128 0.42760822
 0.07355085 0.02146968 0.00565776 0.01265113 0.         0.13863479
 0.07364508 0.         0.18976695 0.15841721 0.06798732 0.01131551
 0.02783249 0.         0.0864594  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00357828 0.         0.26061329 0.1188129  0.1073484  0.
 0.         0.         0.         0.04318258 0.         0.07084633
 0.00565776 0.06083076 0.         0.00506045 0.         0.
 0.15377182 0.         0.27832488 0.186706   0.21827508 0.03629007
 0.04554407 0.         0.10285199 0.01997088 0.         0.
 0.         0.00357828 0.00565776 0.01771158 0.         0.01997088
 0.         0.         0.01771158 0.0396043  0.05009592 0.
 0.         0.         0.         0.05991263 0.         0.00759068
 0.         0.05009592 0.0396043  0.01771158 0.         0.
 0.02562864 0.         0.14169265 0.16973272 0.11450496 0.
 0.21759944 0.         0.06706919 0.         0.         0.
 0.         0.         0.         0.0101209  0.         0.01281432
 0.01431312 0.         0.1163904  0.19470727 0.01431312 0.
 0.         0.         0.0178914  0.01073484 0.         0.00506045
 0.01131551 0.12881808 0.08486636 0.06325565 0.         0.00715656
 0.05575368 0.         0.03795339 0.00565776 0.01073484 0.09618188
 0.3491712  0.         0.11474819 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.00605305 0.         0.02354082 0.03349747 0.         0.
 0.         0.         0.00302652 0.01210609 0.         0.06420224
 0.10527775 0.12711395 0.03349747 0.01498052 0.         0.01513261
 0.         0.         0.0085603  0.01914141 0.23606877 0.03349747
 0.01498052 0.         0.         0.05194202 0.         0.01070037
 0.01435606 0.09079569 0.02871211 0.02354082 0.         0.04715667
 0.35365834 0.         0.23112807 0.1666663  0.17856485 0.05462104
 0.07490261 0.         0.22445382 0.11774897 0.         0.12198426
 0.11006311 0.11803439 0.02871211 0.08988314 0.         0.15652293
 0.07889531 0.         0.05992209 0.09570705 0.08776916 0.01435606
 0.09202321 0.         0.11345475 0.02822098 0.00676751 0.05778202
 0.04983569 0.10895482 0.         0.01070037 0.         0.02470332
 0.32559675 0.         0.01926067 0.02590892 0.04842436 0.01435606
 0.03638127 0.         0.34347048 0.         0.         0.01926067
 0.0661739  0.14527309 0.         0.         0.         0.00605305
 0.1928412  0.         0.06206217 0.         0.00605305 0.
 0.03210112 0.         0.1832705  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07263655 0.         0.0085603  0.01914141 0.17553832 0.01914141
 0.03210112 0.         0.11570472 0.         0.         0.0256809
 0.05742423 0.19369746 0.02871211 0.01284045 0.         0.
 0.07840417 0.         0.03638127 0.03547963 0.06355698 0.
 0.         0.         0.05447741 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.2955015  0.         0.10479974
 0.0240348  0.00760047 0.03605221 0.01612304 0.         0.09500591
 0.         0.         0.         0.         0.15200945 0.18026104
 0.08061518 0.         0.         0.02660165 0.         0.1289843
 0.15021753 0.12920804 0.0180261  0.03493325 0.         0.04021083
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.45228628 0.         0.11017409
 0.0180261  0.05700355 0.00849759 0.04030759 0.         0.28404263
 0.09120567 0.00849759 0.03493325 0.00849759 0.00380024 0.0180261
 0.03224607 0.         0.14086706 0.01140071 0.         0.04836911
 0.07210441 0.01520095 0.         0.         0.         0.01140071
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19001182 0.         0.
 0.         0.00380024 0.         0.08867671 0.         0.32821194
 0.04806961 0.         0.04299477 0.         0.01140071 0.
 0.         0.         0.         0.17743588 0.         0.27140446
 0.07811311 0.03040189 0.         0.         0.         0.01900118
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09500591 0.         0.
 0.         0.03040189 0.0445498  0.14242016 0.         0.18513643
 0.1157571  0.         0.23647122 0.14068901 0.05320331 0.
 0.         0.         0.00760047 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05940675 0.         0.04983458
 0.02089378 0.03964317 0.11143352 0.12770112 0.         0.05684696
 0.05684696 0.         0.20868233 0.06556618 0.08809593 0.15610591
 0.07475188 0.         0.01761919 0.04547757 0.         0.29900752
 0.11143352 0.02202398 0.         0.00311466 0.         0.03083358
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.23077843 0.         0.11524247
 0.07661054 0.36559811 0.1392919  0.1214718  0.         0.20036025
 0.02202398 0.         0.00934398 0.         0.03523837 0.02089378
 0.09032518 0.         0.08696573 0.08911013 0.         0.25851691
 0.04875216 0.02202398 0.         0.00311466 0.         0.03964317
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1273237  0.00984942 0.14015977
 0.17411487 0.27750218 0.15899075 0.08721052 0.         0.1317285
 0.         0.         0.0404906  0.09342456 0.23785901 0.06964595
 0.03114662 0.         0.         0.18292446 0.00984942 0.29589285
 0.         0.01761919 0.         0.00311466 0.         0.01761919
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01662568 0.         0.17869319
 0.12618003 0.0465519  0.         0.         0.         0.01662568
 0.04322677 0.         0.0094049  0.02103001 0.0931038  0.02103001
 0.06113188 0.         0.11876416 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05041663 0.         0.05642942 0.07886252 0.25271033 0.0052575
 0.01880981 0.         0.05567414 0.00332514 0.         0.07523923
 0.03154501 0.01330054 0.         0.         0.         0.00332514
 0.40728536 0.         0.08464414 0.04423774 0.13633057 0.0157725
 0.21396157 0.         0.5278943  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.15403544 0.         0.05172697 0.08104025 0.24273492 0.06001025
 0.06818556 0.         0.16315768 0.05041663 0.00743523 0.03056594
 0.01269273 0.11637976 0.12618003 0.06348311 0.         0.0518094
 0.25392796 0.00743523 0.16458583 0.         0.01662568 0.
 0.00235123 0.         0.13965571 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00997541 0.         0.
 0.         0.03325136 0.07360502 0.10345395 0.         0.00997541
 0.00997541 0.         0.05878065 0.12835776 0.00665027 0.
 0.         0.         0.00997541 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02461724 0.         0.08317852
 0.08191238 0.02016552 0.         0.         0.         0.00336092
 0.06104196 0.         0.0166357  0.         0.01008276 0.
 0.00237653 0.         0.0336092  0.01062816 0.         0.18536928
 0.06065606 0.08066209 0.01594224 0.05941323 0.         0.05345776
 0.29340234 0.         0.0974377  0.05222906 0.08738392 0.
 0.02614182 0.         0.25565835 0.         0.         0.05228364
 0.0681713  0.08402301 0.         0.         0.         0.00672184
 0.12099312 0.         0.         0.         0.         0.
 0.00237653 0.         0.01203592 0.26011008 0.00751525 0.17111011
 0.14568135 0.20501612 0.03939973 0.08080199 0.         0.40181412
 0.18734916 0.01503049 0.09981423 0.05002789 0.05377472 0.03408565
 0.08793159 0.         0.26737732 0.         0.         0.040401
 0.07348538 0.21173796 0.02125632 0.0166357  0.         0.00336092
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.2363552  0.         0.05228364
 0.00531408 0.02688736 0.02125632 0.06416629 0.         0.3040305
 0.13793765 0.00751525 0.17823969 0.04782673 0.02352644 0.00531408
 0.03564794 0.         0.05236696 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
